Genes	Description	Preferred_name
Mhon_030180	G-protein beta/gamma-subunit complex binding	-
Mhon_030181	Alpha/beta hydrolase family	-
Mhon_030182	G protein alpha subunit	gsa-1
Mhon_030186	G protein alpha subunit	gsa-1
Mhon_030187	Isoprenoid synthase	-
Mhon_030188	Ring finger protein 113A	-
Mhon_030189	It is involved in the biological process described with transmembrane transport	-
Mhon_030190	Belongs to the 14-3-3 family	14-3-3zeta
Mhon_030191	Component of the ribosome assembly machinery. Nuclear paralog of the ribosomal protein P0, it binds pre-60S subunits at an early stage of assembly in the nucleolus, and is replaced by P0 in cytoplasmic pre-60S subunits and mature 80S ribosomes	-
Mhon_030192	Component of the ribosome assembly machinery. Nuclear paralog of the ribosomal protein P0, it binds pre-60S subunits at an early stage of assembly in the nucleolus, and is replaced by P0 in cytoplasmic pre-60S subunits and mature 80S ribosomes	-
Mhon_030195	double-stranded RNA-binding protein Staufen homolog	stau
Mhon_030196	A Receptor for Ubiquitination Targets	-
Mhon_030199	Chromosome 21 open reading frame 2	-
Mhon_030201	Chromosome 21 open reading frame 2	-
Mhon_030207	It is involved in the biological process described with regulation of muscle contraction	tnt-3
Mhon_030215	Belongs to the glycosyl hydrolase 30 family	-
Mhon_030216	Dyslexia-associated protein KIAA0319-like protein	-
Mhon_030218	aminoacyl-tRNA hydrolase activity	-
Mhon_030219	Transcription elongation factor B	EloA
Mhon_030220	alpha-(1->3)-fucosyltransferase activity	-
Mhon_030221	-	-
Mhon_030222	RDD family	-
Mhon_030231	channel 1	-
Mhon_030232	Hikeshi, heat shock protein nuclear import factor	-
Mhon_030233	Yip1 domain family member 3	-
Mhon_030234	Belongs to the mitochondrial carrier (TC 2.A.29) family	K02F3.2
Mhon_030235	chromatin silencing at telomere	hat-1
Mhon_030236	Aminotransferase class I and II	-
Mhon_030239	Belongs to the cytochrome P450 family	-
Mhon_030240	Belongs to the cytochrome P450 family	-
Mhon_030241	Belongs to the cytochrome P450 family	-
Mhon_030242	5'-deoxyribose-5-phosphate lyase activity	-
Mhon_030243	positive regulation by virus of viral protein levels in host cell	-
Mhon_030244	Lipid phosphate phosphohydrolase 1 isoform X1	wun
Mhon_030245	regulation of sequestering of zinc ion	-
Mhon_030248	positive regulation of protein tyrosine phosphatase activity	-
Mhon_030251	sorting nexin	-
Mhon_030257	-	-
Mhon_030258	-	-
Mhon_030260	-	-
Mhon_030263	homeobox protein	en
Mhon_030264	homeobox protein	en
Mhon_030266	N,N-dimethylaniline monooxygenase activity	-
Mhon_030267	co-translational protein modification	-
Mhon_030269	subfamily C member 9	-
Mhon_030270	homolog subfamily C member 9	-
Mhon_030271	Patatin-like phospholipase	-
Mhon_030272	TNF receptor-associated factor 3 interacting protein 1	dyf-11
Mhon_030273	sequence-specific DNA binding. It is involved in the biological process described with regulation of transcription, DNA-templated	-
Mhon_030274	response to environmental enrichment	-
Mhon_030278	G-protein coupled receptor activity. It is involved in the biological process described with G-protein coupled receptor signaling pathway	-
Mhon_030279	G-protein coupled receptor activity. It is involved in the biological process described with G-protein coupled receptor signaling pathway	-
Mhon_030283	molting cycle, collagen and cuticulin-based cuticle	-
Mhon_030285	positive regulation of protein tyrosine phosphatase activity	-
Mhon_030288	Serpentine type 7TM GPCR chemoreceptor Srw	-
Mhon_030291	Protein tyrosine serine threonine phosphatase activity. It is involved in the biological process described with protein dephosphorylation	-
Mhon_030293	dolichyl-phosphate-mannose-protein mannosyltransferase activity	-
Mhon_030294	alanine-tRNA ligase activity	-
Mhon_030298	protein-cysteine S-acyltransferase activity	Hip14
Mhon_030300	Heat shock 70 kDa protein 12A-like	-
Mhon_030302	Glutathione S-transferase, C-terminal domain	-
Mhon_030306	negative regulation of mRNA splicing, via spliceosome	-
Mhon_030307	negative regulation of mRNA splicing, via spliceosome	-
Mhon_030309	RUN domain containing 1	-
Mhon_030310	It is involved in the biological process described with lipid metabolic process	bmm
Mhon_030311	peptidase inhibitor activity	-
Mhon_030312	SCP / Tpx-1 / Ag5 / PR-1 / Sc7 family of extracellular domains.	-
Mhon_030313	SCP / Tpx-1 / Ag5 / PR-1 / Sc7 family of extracellular domains.	-
Mhon_030314	Cap1 CAP, adenylate cyclase-associated protein 1	-
Mhon_030315	PPIases accelerate the folding of proteins. It catalyzes the cis-trans isomerization of proline imidic peptide bonds in oligopeptides	-
Mhon_030316	positive regulation of 3'-UTR-mediated mRNA stabilization	-
Mhon_030319	V-myb avian myeloblastosis viral oncogene	Myb
Mhon_030322	extracellular ligand-gated ion channel activity	-
Mhon_030333	scavenger receptor activity	-
Mhon_030338	Belongs to the G-protein coupled receptor 2 family	-
Mhon_030340	Belongs to the G-protein coupled receptor 2 family	-
Mhon_030344	scavenger receptor activity	-
Mhon_030350	scavenger receptor activity	-
Mhon_030351	scavenger receptor activity	-
Mhon_030352	scavenger receptor activity	-
Mhon_030356	acyl-CoA oxidase activity	-
Mhon_030357	Lactamase, beta 2	-
Mhon_030360	Aminotransferase class I and II	-
Mhon_030361	RNA recognition motif	-
Mhon_030362	angiogenesis	-
Mhon_030366	Domain of unknown function (DUF1768)	-
Mhon_030371	N,N-dimethylaniline monooxygenase activity	-
Mhon_030373	N,N-dimethylaniline monooxygenase activity	-
Mhon_030381	fatty acid beta-oxidation, unsaturated, even number	-
Mhon_030383	Solute carrier family 13	Indy-2
Mhon_030388	PAX interacting (with transcription-activation domain) protein 1	pis-1
Mhon_030391	aspartic-type endopeptidase activity	cathD
Mhon_030392	Natriuretic peptide receptor 1	-
Mhon_030395	natriuretic peptide receptor activity	-
Mhon_030396	-	-
Mhon_030405	transporter activity. It is involved in the biological process described with	-
Mhon_030406	neurotransmitter:sodium symporter activity	-
Mhon_030409	Sodium potassium-transporting ATPase subunit beta-1-interacting protein 1	NKAIN
Mhon_030412	It is involved in the biological process described with protein phosphorylation	trc
Mhon_030413	Protein heterodimerization activity. It is involved in the biological process described with transcription initiation from RNA polymerase II promoter	Taf11
Mhon_030414	Nuclear receptor ROR-beta-like	Hr46
Mhon_030415	c4 zinc finger in nuclear hormone receptors	Hr46
Mhon_030416	c4 zinc finger in nuclear hormone receptors	-
Mhon_030420	Ligand binding domain of hormone receptors	-
Mhon_030421	Vacuolar Protein	Vps26
Mhon_030429	peptide-aspartate beta-dioxygenase activity	-
Mhon_030430	Lysoplasmalogenase-like protein TMEM86A	-
Mhon_030431	Ankyrin repeat and sterile alpha motif	-
Mhon_030435	Ankyrin repeat and sterile alpha motif	-
Mhon_030446	sequence-specific DNA binding. It is involved in the biological process described with regulation of transcription, DNA-templated	toy
Mhon_030447	ABC transporter G family member	-
Mhon_030456	Glycosyl hydrolases family 16	-
Mhon_030457	Gram-negative bacteria binding protein	GNBPB3
Mhon_030459	calcium channel activity	-
Mhon_030463	calcium channel activity	-
Mhon_030470	Ras family	-
Mhon_030472	lens induction in camera-type eye	hipk
Mhon_030473	It is involved in the biological process described with protein phosphorylation	unc-22
Mhon_030474	It is involved in the biological process described with protein phosphorylation	unc-22
Mhon_030476	acetylcholine-gated cation-selective channel activity	-
Mhon_030480	MFS_1 like family	-
Mhon_030483	PHD finger protein	-
Mhon_030484	NADH dehydrogenase ubiquinone 1 alpha subcomplex	-
Mhon_030485	Structural constituent of ribosome. It is involved in the biological process described with	RpL30
Mhon_030486	cellular response to paclitaxel	-
Mhon_030487	It is involved in the biological process described with cell redox homeostasis	-
Mhon_030488	Structural constituent of ribosome. It is involved in the biological process described with translational elongation	RpLP1
Mhon_030489	cellular response to reactive oxygen species	-
Mhon_030491	ATP binding to DnaK triggers the release of the substrate protein, thus completing the reaction cycle. Several rounds of ATP-dependent interactions between DnaJ, DnaK and GrpE are required for fully efficient folding. Also involved, together with DnaK and GrpE, in the DNA replication of plasmids through activation of initiation proteins	-
Mhon_030493	Belongs to the two pore domain potassium channel (TC 1.A.1.8) family	sup-9
Mhon_030496	Belongs to the two pore domain potassium channel (TC 1.A.1.8) family	sup-9
Mhon_030497	Belongs to the two pore domain potassium channel (TC 1.A.1.8) family	sup-9
Mhon_030499	nmrA-like family domain-containing protein	-
Mhon_030500	-	-
Mhon_030501	-	-
Mhon_030502	-	-
Mhon_030503	ets homologous factor	-
Mhon_030510	alpha-1,3-mannosylglycoprotein 4-beta-N-acetylglucosaminyltransferase activity	-
Mhon_030516	phosphatidylinositol phospholipase C activity	-
Mhon_030518	Belongs to the protein-tyrosine phosphatase family. Non-receptor class myotubularin subfamily	mtm-5
Mhon_030521	ER membrane protein complex subunit 10	-
Mhon_030522	Belongs to the short-chain dehydrogenases reductases (SDR) family	-
Mhon_030523	spermatogenesis, exchange of chromosomal proteins	-
Mhon_030524	methylthioribulose-1-phosphate	-
Mhon_030528	RNA acetylation	nath-10
Mhon_030530	telomerase activity	-
Mhon_030532	Zinc knuckle	-
Mhon_030534	extracellularly glycine-gated chloride channel activity	GluCl
Mhon_030539	iron ion binding	-
Mhon_030546	-	-
Mhon_030549	COG3227 Zinc metalloprotease (elastase)	-
Mhon_030550	Zinc metalloprotease (Elastase)	-
Mhon_030552	Zinc metalloprotease (Elastase)	-
Mhon_030567	BTB POZ domain-containing protein	-
Mhon_030570	L27 domain binding	-
Mhon_030572	Prolyl 4-hydroxylase alpha subunit homologues.	-
Mhon_030579	ubiquinone-6 biosynthetic process	Ndufa9
Mhon_030580	fatty acid elongation, saturated fatty acid	-
Mhon_030581	fatty acid elongation, saturated fatty acid	-
Mhon_030583	60S ribosomal protein	RpL7
Mhon_030584	-	-
Mhon_030585	Alcohol dehydrogenase, iron containing, 1	T3dh
Mhon_030588	guanine/thymine mispair binding	Msh6
Mhon_030589	metal ion binding	-
Mhon_030590	single-stranded DNA binding	trsn
Mhon_030594	single-stranded DNA binding	trsn
Mhon_030595	Functions as a component of the nuclear pore complex (NPC). NPC components, collectively referred to as nucleoporins (NUPs)	-
Mhon_030596	Functions as a component of the nuclear pore complex (NPC). NPC components, collectively referred to as nucleoporins (NUPs)	-
Mhon_030598	heme binding	-
Mhon_030600	Heat shock 70 kDa protein 12A-like	-
Mhon_030602	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	RpS16
Mhon_030604	Possible membrane-associated motif in LPS-induced tumor necrosis factor alpha factor (LITAF), also known as PIG7, and other animal proteins.	-
Mhon_030608	Has a role regulating cGMP transport in Malpighian tubule principal cells	-
Mhon_030612	Vacuolar protein	-
Mhon_030612	Vacuolar protein 8-like	-
Mhon_030618	It is involved in the biological process described with potassium ion transport	SK
Mhon_030621	Belongs to the class I-like SAM-binding methyltransferase superfamily. C5-methyltransferase family	Mt2
Mhon_030622	Belongs to the class I-like SAM-binding methyltransferase superfamily. C5-methyltransferase family	Mt2
Mhon_030625	Plays an essential role in the assembly of succinate dehydrogenase (SDH), an enzyme complex (also referred to as respiratory complex II) that is a component of both the tricarboxylic acid (TCA) cycle and the mitochondrial electron transport chain, and which couples the oxidation of succinate to fumarate with the reduction of ubiquinone (coenzyme Q) to ubiquinol. Required for flavinylation (covalent attachment of FAD) of the flavoprotein subunit of the SDH catalytic dimer	-
Mhon_030626	MDM2/MDM4 family protein binding	-
Mhon_030628	Domain of unknown function (DUF4773)	-
Mhon_030635	acyl-CoA dehydrogenase, long chain	-
Mhon_030636	mRNA transport	-
Mhon_030637	Catalytic activity. It is involved in the biological process described with nucleoside metabolic process	-
Mhon_030639	phorbol ester receptor activity	-
Mhon_030641	protein serine/threonine kinase activity	-
Mhon_030641	negative regulation of protein localization to nucleus	-
Mhon_030642	Belongs to the peptidase C19 family	-
Mhon_030652	ATP-dependent 5'-3' DNA/RNA helicase activity	PIF1
Mhon_030656	SH3 domain-binding protein 5-like	-
Mhon_030660	3-hydroxyisobutyrate dehydrogenase	-
Mhon_030661	binding. It is involved in the biological process described with regulation of transcription, DNA-templated	GATAe
Mhon_030666	Androgen-induced gene 1	-
Mhon_030667	Phosphoinositide kinase, FYVE finger containing	fab1
Mhon_030669	1-phosphatidylinositol 3-phosphate 5-kinase	fab1
Mhon_030669	Phosphatidylinositol-4-phosphate 5-Kinase	-
Mhon_030671	protein serine/threonine kinase activity	-
Mhon_030674	coreceptor activity involved in Wnt signaling pathway, planar cell polarity pathway	-
Mhon_030675	Alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase C	-
Mhon_030676	Alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase C	-
Mhon_030677	Meprin A subunit beta-like	hch-1
Mhon_030681	negative regulation of growth rate	-
Mhon_030686	DNA-directed DNA polymerase activity	-
Mhon_030687	diacylglycerol kinase activity	dgk-3
Mhon_030690	peripheral nervous system neuron development	-
Mhon_030694	scavenger receptor activity	-
Mhon_030696	timeless homolog	Tim2
Mhon_030697	Leucine Rich Repeat	-
Mhon_030698	cellular response to bleomycin	Tim2
Mhon_030699	actin polymerization or depolymerization	Abi
Mhon_030701	Catalytic activity	-
Mhon_030704	sequence-specific DNA binding. It is involved in the biological process described with regulation of transcription, DNA-templated	Dll
Mhon_030706	calcium ion binding	-
Mhon_030707	scavenger receptor activity	-
Mhon_030721	G-protein coupled receptor activity	-
Mhon_030726	esophagus smooth muscle contraction	Sulf1
Mhon_030727	calcium ion binding	sqh
Mhon_030728	positive regulation of DNA-templated transcription, elongation	thoc5
Mhon_030729	endocytosis	-
Mhon_030730	potassium:chloride symporter activity	-
Mhon_030731	centromere protein	-
Mhon_030732	distal enhancer DNA-binding transcription repressor activity, RNA polymerase II-specific	-
Mhon_030733	Regulatory factor X	-
Mhon_030734	RNA polymerase II proximal promoter sequence-specific DNA binding	-
Mhon_030735	Nuclear receptor ROR-gamma	-
Mhon_030739	Testicular haploid expressed gene	-
Mhon_030745	Solute carrier family 37 (glucose-6-phosphate transporter), member 4a	-
Mhon_030748	negative regulation of neural crest formation	fy
Mhon_030749	Glutamate-rich protein 2	-
Mhon_030756	osteosarcoma amplified 9, endoplasmic reticulum lectin	-
Mhon_030757	Belongs to the MIP aquaporin (TC 1.A.8) family	-
Mhon_030759	G-protein coupled receptor activity. It is involved in the biological process described with G-protein coupled receptor signaling pathway	-
Mhon_030760	thiol-disulphide oxidoreductase DCC	-
Mhon_030776	-	-
Mhon_030778	-	-
Mhon_030780	Belongs to the glycosyl hydrolase 5 (cellulase A) family	-
Mhon_030781	Putative peptidoglycan binding domain	-
Mhon_030782	kininogen binding	-
Mhon_030784	-	-
Mhon_030787	cysteine-type peptidase activity	-
Mhon_030788	RIO kinase 3	-
Mhon_030810	Gamma-tubulin complex is necessary for microtubule nucleation at the centrosome	-
Mhon_030811	microtubule nucleation by interphase microtubule organizing center	-
Mhon_030813	Glycosyltransferase that generates the core 1 O-glycan Gal-beta1-3GalNAc-alpha1-Ser Thr (T antigen), which is a precursor for many extended O-glycans in glycoproteins	-
Mhon_030814	hippo signaling	-
Mhon_030815	structural constituent of ribosome	RpS8
Mhon_030816	Glycosyltransferase that generates the core 1 O-glycan Gal-beta1-3GalNAc-alpha1-Ser Thr (T antigen), which is a precursor for many extended O-glycans in glycoproteins	-
